Date,Network,Profile,Audience,Net Audience Growth,Audience Gained,Sent Messages (Total),Published Posts (Total),Received Messages (Total),Impressions,Video Views,Engagements,Engagement Rate (per Impression),Reactions,Comments,Shares,Post Link Clicks,Saves,Other Post Clicks,Other Engagements,Sent Tweets (Twitter),Sent Quote Tweets (Twitter),Sent @Replies (Twitter),Sent Direct Messages (Twitter),Sent Posts (Facebook),Sent Ad Posts (Facebook),Sent Comments (Facebook),Sent Ad Comments (Facebook),Sent Private Messages (Facebook),Sent Posts (Instagram),Sent Stories (Instagram),Sent Reels (Instagram),Sent Comments (Instagram),Sent Ad Comments (Instagram),Sent Posts (LinkedIn),Sent Comments (LinkedIn),Sent Videos (TikTok),Sent Comments (TikTok),Sent Pins (Pinterest),Sent Saves (Pinterest),Sent Videos (YouTube),Received Mentions (Twitter),Received Direct Messages (Twitter),Received Retweets (Twitter),Received Quote Tweets (Twitter),Received New Follower Alerts (Twitter),Received Wall Posts (Facebook),Received Comments (Facebook),Received Ad Comments (Facebook),Received Private Messages (Facebook),Received Comments (Instagram),Received Ad Comments (Instagram),Received Mentions (Instagram),Received Media Tags (Instagram),Received Comments (LinkedIn),Sent Direct Messages (Instagram),Received Direct Messages (Instagram),Received Comments (TikTok)
5/31/2022,Twitter,'@citizenconnect3,291,1,1,4,4,2,274,21,4,1.46%,3,0,0,0,,0,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
5/31/2022,Facebook,Citizenconnect.us,424,1,1,4,4,6,"5,561",14,34,0.61%,10,2,3,0,,19,,,,,,4,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,,,,,
5/31/2022,Instagram,citizenconnectus,340,1,1,4,4,0,88,2,4,4.55%,4,0,,,0,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/31/2022,LinkedIn,CitizenConnectUS,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
6/1/2022,Twitter,'@citizenconnect3,291,0,0,1,1,2,107,13,1,0.93%,0,0,0,0,,0,1,1,0,0,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,
6/1/2022,Facebook,Citizenconnect.us,424,1,1,1,1,0,"1,027",10,12,1.17%,5,0,2,0,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2022,Instagram,citizenconnectus,342,2,2,1,1,0,42,1,1,2.38%,1,0,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2022,LinkedIn,CitizenConnectUS,41,0,0,1,1,0,12,3,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
6/2/2022,Twitter,'@citizenconnect3,292,1,1,2,2,3,439,70,14,3.19%,5,0,1,2,,0,6,2,0,0,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,
6/2/2022,Facebook,Citizenconnect.us,426,2,2,2,2,1,"3,249",21,17,0.52%,9,0,1,0,,7,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
6/2/2022,Instagram,citizenconnectus,343,1,1,2,2,0,34,7,6,17.65%,6,0,,,0,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/2022,LinkedIn,CitizenConnectUS,41,0,0,2,2,0,8,3,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
6/3/2022,Twitter,'@citizenconnect3,293,1,1,2,2,5,423,46,12,2.84%,6,0,3,0,,0,3,2,0,0,,,,,,,,,,,,,,,,,,,1,,3,,1,,,,,,,,,,,,
6/3/2022,Facebook,Citizenconnect.us,433,6,6,2,2,4,"21,693",6,732,3.37%,8,1,3,695,,25,,,,,,2,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
6/3/2022,Instagram,citizenconnectus,343,0,0,2,2,0,"14,337",2,13,0.09%,13,0,,,0,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2022,LinkedIn,CitizenConnectUS,41,0,0,2,2,0,12,2,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
6/4/2022,Twitter,'@citizenconnect3,293,0,0,0,,5,76,7,2,2.63%,0,0,0,1,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,
6/4/2022,Facebook,Citizenconnect.us,431,-2,1,0,0,0,"17,197",2,676,3.93%,6,0,0,653,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2022,Instagram,citizenconnectus,343,0,0,0,0,0,"15,171",1,1,0.01%,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2022,LinkedIn,CitizenConnectUS,41,0,0,0,0,0,21,1,2,9.52%,1,0,0,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
6/5/2022,Twitter,'@citizenconnect3,298,5,5,0,,2,49,4,1,2.04%,1,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
6/5/2022,Facebook,Citizenconnect.us,435,4,5,0,0,2,"24,511",3,853,3.48%,6,0,1,819,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
6/5/2022,Instagram,citizenconnectus,346,3,3,0,0,0,"17,035",0,0,0%,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/2022,LinkedIn,CitizenConnectUS,41,0,0,0,0,0,3,2,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
6/6/2022,Twitter,'@citizenconnect3,299,1,1,2,2,1,78,9,4,5.13%,2,0,0,1,,0,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
6/6/2022,Facebook,Citizenconnect.us,436,1,1,2,2,0,"17,547",6,726,4.14%,4,0,0,712,,10,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/6/2022,Instagram,citizenconnectus,346,0,0,2,2,0,"16,252",1,0,0%,0,0,,,0,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/6/2022,LinkedIn,CitizenConnectUS,41,0,0,2,2,0,6,1,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
6/7/2022,Twitter,'@citizenconnect3,300,1,1,5,5,0,109,10,6,5.50%,1,0,0,2,,0,3,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2022,Facebook,Citizenconnect.us,438,2,2,5,5,0,"14,291",11,659,4.61%,3,0,0,640,,16,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2022,Instagram,citizenconnectus,347,1,1,4,4,0,"13,887",1,0,0%,0,0,,,0,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2022,LinkedIn,CitizenConnectUS,41,0,0,5,5,0,7,4,1,14.29%,1,0,0,0,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
6/8/2022,Twitter,'@citizenconnect3,301,1,1,0,,9,153,14,89,58.17%,81,0,5,0,,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,5,,4,,,,,,,,,,,,
6/8/2022,Facebook,Citizenconnect.us,437,-1,1,0,0,4,"19,312",6,707,3.66%,12,1,2,669,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
6/8/2022,Instagram,citizenconnectus,349,2,2,0,0,0,"13,104",0,11,0.08%,11,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/8/2022,LinkedIn,CitizenConnectUS,41,0,0,0,0,0,8,1,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
6/9/2022,Twitter,'@citizenconnect3,305,4,4,2,2,6,62,7,4,6.45%,2,0,2,0,,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,2,,4,,,,,,,,,,,,
6/9/2022,Facebook,Citizenconnect.us,437,0,2,2,2,2,"19,184",5,657,3.42%,15,0,3,616,,23,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
6/9/2022,Instagram,citizenconnectus,349,0,0,2,2,2,"12,833",1,2,0.02%,1,0,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/2022,LinkedIn,CitizenConnectUS,41,0,0,2,2,0,20,1,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
6/10/2022,Twitter,'@citizenconnect3,307,2,2,5,5,1,241,19,15,6.22%,6,0,1,1,,0,7,5,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
6/10/2022,Facebook,Citizenconnect.us,440,3,3,5,5,2,"14,551",0,619,4.25%,7,0,0,599,,13,,,,,,5,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
6/10/2022,Instagram,citizenconnectus,350,1,1,5,5,0,"11,959",5,21,0.18%,21,0,,,0,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2022,LinkedIn,CitizenConnectUS,41,0,0,5,5,0,30,1,1,3.33%,1,0,0,0,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
6/11/2022,Twitter,'@citizenconnect3,306,-1,0,0,,0,34,1,0,0%,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2022,Facebook,Citizenconnect.us,442,2,2,0,0,1,"17,079",1,645,3.78%,6,2,1,618,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
6/11/2022,Instagram,citizenconnectus,350,0,0,0,0,0,"13,610",0,2,0.01%,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2022,LinkedIn,CitizenConnectUS,41,0,0,0,0,0,8,0,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
6/12/2022,Twitter,'@citizenconnect3,305,-1,0,0,,0,25,1,0,0%,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/2022,Facebook,Citizenconnect.us,443,1,2,0,0,8,"26,156",2,793,3.03%,12,1,3,740,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,
6/12/2022,Instagram,citizenconnectus,351,1,2,0,0,0,"16,434",0,0,0%,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/2022,LinkedIn,CitizenConnectUS,41,0,0,0,0,0,6,1,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
6/13/2022,Twitter,'@citizenconnect3,304,-1,0,3,3,1,120,10,5,4.17%,4,0,1,0,,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
6/13/2022,Facebook,Citizenconnect.us,444,3,3,3,3,0,"18,322",5,727,3.97%,7,0,0,702,,18,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/2022,Instagram,citizenconnectus,352,1,1,3,3,1,"15,790",7,6,0.04%,5,1,,,0,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
6/13/2022,LinkedIn,CitizenConnectUS,41,0,0,3,3,1,5,1,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,
6/14/2022,Twitter,'@citizenconnect3,304,0,0,5,5,2,716,7,26,3.63%,7,0,1,7,,0,11,5,0,0,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
6/14/2022,Facebook,Citizenconnect.us,446,1,1,5,5,0,"9,834",5,382,3.88%,3,0,0,373,,6,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/2022,Instagram,citizenconnectus,351,-1,0,0,0,0,"9,036",5,0,0%,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/2022,LinkedIn,CitizenConnectUS,41,0,0,5,5,0,20,2,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
6/15/2022,Twitter,'@citizenconnect3,305,1,1,0,,5,199,4,3,1.51%,0,0,2,0,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,3,,2,,,,,,,,,,,,
6/15/2022,Facebook,Citizenconnect.us,447,1,2,0,0,0,"4,868",0,14,0.29%,4,0,1,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/2022,Instagram,citizenconnectus,351,0,0,0,0,0,16,0,0,0%,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/2022,LinkedIn,CitizenConnectUS,41,0,0,0,0,0,7,1,1,14.29%,0,0,0,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
6/16/2022,Twitter,'@citizenconnect3,306,1,1,2,2,0,67,0,3,4.48%,0,0,0,3,,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/2022,Facebook,Citizenconnect.us,449,2,3,2,2,0,"1,028",3,3,0.29%,2,0,0,0,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/2022,Instagram,citizenconnectus,352,1,1,0,0,0,2,0,2,100%,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/2022,LinkedIn,CitizenConnectUS,41,1,1,2,2,0,18,2,1,5.56%,1,0,0,0,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
6/17/2022,Twitter,'@citizenconnect3,308,2,2,3,3,2,90,4,1,1.11%,1,0,0,0,,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
6/17/2022,Facebook,Citizenconnect.us,451,2,2,3,3,0,460,7,6,1.30%,2,0,0,1,,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2022,Instagram,citizenconnectus,351,-1,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2022,LinkedIn,CitizenConnectUS,42,0,0,3,3,0,24,3,2,8.33%,1,0,0,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
6/18/2022,Twitter,'@citizenconnect3,307,-1,0,0,,3,106,5,5,4.72%,0,0,0,0,,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,
6/18/2022,Facebook,Citizenconnect.us,450,0,1,0,0,0,301,1,2,0.66%,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2022,Instagram,citizenconnectus,352,1,1,0,0,0,6,0,0,0%,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2022,LinkedIn,CitizenConnectUS,42,0,0,0,0,0,20,2,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
6/19/2022,Twitter,'@citizenconnect3,309,2,2,2,2,1,102,0,5,4.90%,3,0,1,0,,0,1,2,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
6/19/2022,Facebook,Citizenconnect.us,453,2,2,2,2,2,"2,796",0,21,0.75%,7,0,0,1,,13,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
6/19/2022,Instagram,citizenconnectus,352,0,0,0,0,0,0,1,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/2022,LinkedIn,CitizenConnectUS,42,0,0,2,2,0,31,2,3,9.68%,1,0,1,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
6/20/2022,Twitter,'@citizenconnect3,310,1,1,2,2,3,161,3,10,6.21%,7,0,2,1,,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,
6/20/2022,Facebook,Citizenconnect.us,454,1,1,2,2,6,"11,597",4,86,0.74%,25,6,4,1,,50,,,,,,2,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,
6/20/2022,Instagram,citizenconnectus,352,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/2022,LinkedIn,CitizenConnectUS,43,1,1,2,2,0,18,4,1,5.56%,0,0,0,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
6/21/2022,Twitter,'@citizenconnect3,310,0,0,5,5,5,254,2,13,5.12%,4,0,1,5,,0,3,5,0,0,,,,,,,,,,,,,,,,,,,,,1,,4,,,,,,,,,,,,
6/21/2022,Facebook,Citizenconnect.us,457,5,6,5,5,6,"10,915",4,59,0.54%,18,3,3,0,,35,,,,,,5,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,
6/21/2022,Instagram,citizenconnectus,351,-1,0,5,5,0,57,0,6,10.53%,6,0,,,0,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/2022,LinkedIn,CitizenConnectUS,43,0,0,5,5,0,23,1,2,8.70%,1,0,1,0,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
6/22/2022,Twitter,'@citizenconnect3,314,4,4,3,3,5,286,12,6,2.10%,2,2,0,0,,0,2,1,0,2,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,
6/22/2022,Facebook,Citizenconnect.us,457,0,2,1,1,4,"12,882",18,93,0.72%,53,3,3,2,,32,,,,,,1,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
6/22/2022,Instagram,citizenconnectus,350,-1,0,0,0,0,23,0,2,8.70%,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/2022,LinkedIn,CitizenConnectUS,44,1,1,1,1,0,8,2,3,37.50%,3,0,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
6/23/2022,Twitter,'@citizenconnect3,318,4,4,2,2,3,171,20,20,11.70%,14,0,1,1,,0,4,2,0,0,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,
6/23/2022,Facebook,Citizenconnect.us,460,3,5,2,2,0,"3,937",8,14,0.36%,8,0,1,0,,5,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/2022,Instagram,citizenconnectus,351,1,1,2,2,0,56,2,6,10.71%,6,0,,,0,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/2022,LinkedIn,CitizenConnectUS,44,0,0,2,2,1,19,1,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,
6/24/2022,Twitter,'@citizenconnect3,319,1,1,3,3,2,88,10,5,5.68%,1,0,0,4,,0,0,3,0,0,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,
6/24/2022,Facebook,Citizenconnect.us,460,0,0,3,3,0,"1,245",7,3,0.24%,2,0,0,0,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2022,Instagram,citizenconnectus,352,1,1,3,3,0,58,2,4,6.90%,4,0,,,0,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2022,LinkedIn,CitizenConnectUS,44,0,0,3,3,0,8,0,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
6/25/2022,Twitter,'@citizenconnect3,320,1,1,0,,0,21,1,0,0%,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2022,Facebook,Citizenconnect.us,460,0,0,0,0,0,"8,089",1,69,0.85%,26,7,3,2,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2022,Instagram,citizenconnectus,353,1,1,0,0,0,17,2,5,29.41%,5,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2022,LinkedIn,CitizenConnectUS,44,0,0,0,0,0,20,0,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
6/26/2022,Twitter,'@citizenconnect3,320,0,0,0,,0,8,0,0,0%,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2022,Facebook,Citizenconnect.us,463,3,3,0,0,0,"1,274",1,8,0.63%,3,2,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2022,Instagram,citizenconnectus,353,0,0,0,0,0,9,0,0,0%,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2022,LinkedIn,CitizenConnectUS,44,0,0,0,0,0,7,0,1,14.29%,0,0,0,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
6/27/2022,Twitter,'@citizenconnect3,319,-1,0,2,2,2,118,0,6,5.08%,1,0,0,0,,0,5,2,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,
6/27/2022,Facebook,Citizenconnect.us,465,2,2,2,2,2,578,4,11,1.90%,5,0,1,0,,5,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
6/27/2022,Instagram,citizenconnectus,354,1,1,2,2,1,48,1,2,4.17%,2,0,,,0,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
6/27/2022,LinkedIn,CitizenConnectUS,44,0,0,2,2,1,22,3,3,13.64%,0,0,0,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,
6/28/2022,Twitter,'@citizenconnect3,319,0,0,5,5,2,169,0,6,3.55%,4,0,1,1,,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,
6/28/2022,Facebook,Citizenconnect.us,472,3,4,5,5,0,378,6,3,0.79%,1,0,0,1,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2022,Instagram,citizenconnectus,354,0,1,5,5,0,94,3,9,9.57%,8,1,,,0,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2022,LinkedIn,CitizenConnectUS,45,1,1,5,5,0,36,5,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
6/29/2022,Twitter,'@citizenconnect3,320,1,1,0,,0,53,1,0,0%,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2022,Facebook,Citizenconnect.us,472,0,1,1,1,0,108,12,9,8.33%,6,0,1,0,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2022,Instagram,citizenconnectus,355,1,1,0,0,0,22,1,1,4.55%,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2022,LinkedIn,CitizenConnectUS,45,0,0,0,0,0,12,0,1,8.33%,1,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
6/30/2022,Twitter,'@citizenconnect3,320,0,0,1,1,1,40,0,1,2.50%,1,0,0,0,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
6/30/2022,Facebook,Citizenconnect.us,472,0,1,1,1,0,63,5,3,4.76%,3,0,0,0,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2022,Instagram,citizenconnectus,355,0,0,1,1,0,27,2,6,22.22%,6,0,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2022,LinkedIn,CitizenConnectUS,45,0,0,1,1,0,11,0,1,9.09%,0,0,0,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
